"voivodeship","sex","age","count","year","month"
"WOJ. ZACHODNIOPOMORSKIE","K",49,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",21,40,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",43,3,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",37,3,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",38,4,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",46,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",39,2,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",49,2,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",33,9,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",58,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",32,10,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",24,18,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",48,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",53,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",40,2,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",31,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",19,320,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",18,50,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",23,17,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",27,13,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",60,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",29,12,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",42,3,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",45,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",28,13,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",54,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",44,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",20,80,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",26,10,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",17,2,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",41,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",22,24,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",30,10,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",36,7,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",47,1,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",35,4,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",25,16,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",34,8,2021,2
"WOJ. ZACHODNIOPOMORSKIE","M",51,1,2021,2
"WOJ. DOLNOŚLĄSKIE","K",44,10,2021,3
"WOJ. DOLNOŚLĄSKIE","K",60,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",61,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",19,367,2021,3
"WOJ. DOLNOŚLĄSKIE","K",18,166,2021,3
"WOJ. DOLNOŚLĄSKIE","K",27,33,2021,3
"WOJ. DOLNOŚLĄSKIE","K",33,16,2021,3
"WOJ. DOLNOŚLĄSKIE","K",17,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",31,21,2021,3
"WOJ. DOLNOŚLĄSKIE","K",25,48,2021,3
"WOJ. DOLNOŚLĄSKIE","K",23,38,2021,3
"WOJ. DOLNOŚLĄSKIE","K",42,9,2021,3
"WOJ. DOLNOŚLĄSKIE","K",52,6,2021,3
"WOJ. DOLNOŚLĄSKIE","K",53,5,2021,3
"WOJ. DOLNOŚLĄSKIE","K",54,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",63,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",59,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",46,11,2021,3
"WOJ. DOLNOŚLĄSKIE","K",47,5,2021,3
"WOJ. DOLNOŚLĄSKIE","K",57,3,2021,3
"WOJ. DOLNOŚLĄSKIE","K",62,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",49,3,2021,3
"WOJ. DOLNOŚLĄSKIE","K",22,46,2021,3
"WOJ. DOLNOŚLĄSKIE","K",45,9,2021,3
"WOJ. DOLNOŚLĄSKIE","K",41,15,2021,3
"WOJ. DOLNOŚLĄSKIE","K",71,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",28,36,2021,3
"WOJ. DOLNOŚLĄSKIE","K",37,18,2021,3
"WOJ. DOLNOŚLĄSKIE","K",32,23,2021,3
"WOJ. DOLNOŚLĄSKIE","K",26,46,2021,3
"WOJ. DOLNOŚLĄSKIE","K",20,124,2021,3
"WOJ. DOLNOŚLĄSKIE","K",51,2,2021,3
"WOJ. DOLNOŚLĄSKIE","K",43,11,2021,3
"WOJ. DOLNOŚLĄSKIE","K",30,18,2021,3
"WOJ. DOLNOŚLĄSKIE","K",50,4,2021,3
"WOJ. DOLNOŚLĄSKIE","K",55,5,2021,3
"WOJ. DOLNOŚLĄSKIE","K",48,6,2021,3
"WOJ. DOLNOŚLĄSKIE","K",58,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",40,11,2021,3
"WOJ. DOLNOŚLĄSKIE","K",29,27,2021,3
"WOJ. DOLNOŚLĄSKIE","K",38,12,2021,3
"WOJ. DOLNOŚLĄSKIE","K",35,25,2021,3
"WOJ. DOLNOŚLĄSKIE","K",21,81,2021,3
"WOJ. DOLNOŚLĄSKIE","K",36,14,2021,3
"WOJ. DOLNOŚLĄSKIE","K",39,12,2021,3
"WOJ. DOLNOŚLĄSKIE","K",64,1,2021,3
"WOJ. DOLNOŚLĄSKIE","K",24,30,2021,3
"WOJ. DOLNOŚLĄSKIE","K",34,14,2021,3
"WOJ. DOLNOŚLĄSKIE","M",47,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",60,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",58,1,2021,3
"WOJ. DOLNOŚLĄSKIE","M",44,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",31,21,2021,3
"WOJ. DOLNOŚLĄSKIE","M",27,16,2021,3
"WOJ. DOLNOŚLĄSKIE","M",19,426,2021,3
"WOJ. DOLNOŚLĄSKIE","M",55,3,2021,3
"WOJ. DOLNOŚLĄSKIE","M",16,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",26,27,2021,3
"WOJ. DOLNOŚLĄSKIE","M",34,14,2021,3
"WOJ. DOLNOŚLĄSKIE","M",21,56,2021,3
"WOJ. DOLNOŚLĄSKIE","M",42,8,2021,3
"WOJ. DOLNOŚLĄSKIE","M",17,5,2021,3
"WOJ. DOLNOŚLĄSKIE","M",51,5,2021,3
"WOJ. DOLNOŚLĄSKIE","M",53,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",18,187,2021,3
"WOJ. DOLNOŚLĄSKIE","M",33,19,2021,3
"WOJ. DOLNOŚLĄSKIE","M",52,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",15,3,2021,3
"WOJ. DOLNOŚLĄSKIE","M",39,5,2021,3
"WOJ. DOLNOŚLĄSKIE","M",36,4,2021,3
"WOJ. DOLNOŚLĄSKIE","M",29,18,2021,3
"WOJ. DOLNOŚLĄSKIE","M",50,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",48,2,2021,3
"WOJ. DOLNOŚLĄSKIE","M",49,3,2021,3
"WOJ. DOLNOŚLĄSKIE","M",20,107,2021,3
"WOJ. DOLNOŚLĄSKIE","M",30,19,2021,3
"WOJ. DOLNOŚLĄSKIE","M",41,5,2021,3
"WOJ. DOLNOŚLĄSKIE","M",61,1,2021,3
"WOJ. DOLNOŚLĄSKIE","M",25,24,2021,3
"WOJ. DOLNOŚLĄSKIE","M",38,10,2021,3
"WOJ. DOLNOŚLĄSKIE","M",23,31,2021,3
"WOJ. DOLNOŚLĄSKIE","M",40,7,2021,3
"WOJ. DOLNOŚLĄSKIE","M",56,1,2021,3
"WOJ. DOLNOŚLĄSKIE","M",35,12,2021,3
"WOJ. DOLNOŚLĄSKIE","M",45,6,2021,3
"WOJ. DOLNOŚLĄSKIE","M",24,37,2021,3
"WOJ. DOLNOŚLĄSKIE","M",22,44,2021,3
"WOJ. DOLNOŚLĄSKIE","M",37,11,2021,3
"WOJ. DOLNOŚLĄSKIE","M",46,3,2021,3
"WOJ. DOLNOŚLĄSKIE","M",32,13,2021,3
"WOJ. DOLNOŚLĄSKIE","M",28,22,2021,3
"WOJ. DOLNOŚLĄSKIE","M",43,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",51,3,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",53,2,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",17,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",63,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",30,18,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",22,23,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",36,10,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",25,21,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",49,4,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",16,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",38,12,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",26,23,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",24,24,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",50,4,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",44,3,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",23,22,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",27,21,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",47,4,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",29,16,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",45,7,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",19,352,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",28,18,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",42,3,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",57,2,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",39,8,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",60,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",59,2,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",67,2,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",46,4,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",64,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",48,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",31,13,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",37,12,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",33,13,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",55,5,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",40,6,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",58,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",35,11,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",18,155,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",32,13,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",34,14,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",21,30,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",20,94,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",43,6,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",52,2,2021,3
"WOJ. KUJAWSKO-POMORSKIE","K",41,10,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",35,10,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",41,3,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",46,5,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",24,18,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",57,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",28,13,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",34,12,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",36,7,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",44,4,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",53,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",17,13,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",23,17,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",30,13,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",59,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",47,4,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",25,15,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",37,8,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",54,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",48,3,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",31,10,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",40,7,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",33,9,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",51,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",22,21,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",32,10,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",39,3,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",49,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",52,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",43,8,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",38,5,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",45,1,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",19,362,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",18,205,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",20,91,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",21,40,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",26,17,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",29,12,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",16,2,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",27,16,2021,3
"WOJ. KUJAWSKO-POMORSKIE","M",42,2,2021,3
"WOJ. LUBELSKIE","K",32,15,2021,3
"WOJ. LUBELSKIE","K",59,2,2021,3
"WOJ. LUBELSKIE","K",44,3,2021,3
"WOJ. LUBELSKIE","K",42,5,2021,3
"WOJ. LUBELSKIE","K",28,15,2021,3
"WOJ. LUBELSKIE","K",38,9,2021,3
"WOJ. LUBELSKIE","K",17,1,2021,3
"WOJ. LUBELSKIE","K",21,43,2021,3
"WOJ. LUBELSKIE","K",20,75,2021,3
"WOJ. LUBELSKIE","K",55,3,2021,3
"WOJ. LUBELSKIE","K",34,7,2021,3
"WOJ. LUBELSKIE","K",50,4,2021,3
"WOJ. LUBELSKIE","K",46,6,2021,3
"WOJ. LUBELSKIE","K",53,1,2021,3
"WOJ. LUBELSKIE","K",25,22,2021,3
"WOJ. LUBELSKIE","K",45,5,2021,3
"WOJ. LUBELSKIE","K",54,3,2021,3
"WOJ. LUBELSKIE","K",23,28,2021,3
"WOJ. LUBELSKIE","K",29,24,2021,3
"WOJ. LUBELSKIE","K",24,16,2021,3
"WOJ. LUBELSKIE","K",43,10,2021,3
"WOJ. LUBELSKIE","K",47,2,2021,3
"WOJ. LUBELSKIE","K",56,3,2021,3
"WOJ. LUBELSKIE","K",61,2,2021,3
"WOJ. LUBELSKIE","K",39,5,2021,3
"WOJ. LUBELSKIE","K",27,24,2021,3
"WOJ. LUBELSKIE","K",36,12,2021,3
"WOJ. LUBELSKIE","K",33,12,2021,3
"WOJ. LUBELSKIE","K",58,2,2021,3
"WOJ. LUBELSKIE","K",30,15,2021,3
"WOJ. LUBELSKIE","K",52,7,2021,3
"WOJ. LUBELSKIE","K",26,15,2021,3
"WOJ. LUBELSKIE","K",22,25,2021,3
"WOJ. LUBELSKIE","K",31,15,2021,3
"WOJ. LUBELSKIE","K",51,3,2021,3
"WOJ. LUBELSKIE","K",41,4,2021,3
"WOJ. LUBELSKIE","K",57,1,2021,3
"WOJ. LUBELSKIE","K",19,273,2021,3
"WOJ. LUBELSKIE","K",18,275,2021,3
"WOJ. LUBELSKIE","K",40,6,2021,3
"WOJ. LUBELSKIE","K",35,5,2021,3
"WOJ. LUBELSKIE","K",48,2,2021,3
"WOJ. LUBELSKIE","K",49,2,2021,3
"WOJ. LUBELSKIE","K",37,6,2021,3
"WOJ. LUBELSKIE","M",36,8,2021,3
"WOJ. LUBELSKIE","M",31,15,2021,3
"WOJ. LUBELSKIE","M",28,8,2021,3
"WOJ. LUBELSKIE","M",37,4,2021,3
"WOJ. LUBELSKIE","M",46,2,2021,3
"WOJ. LUBELSKIE","M",40,7,2021,3
"WOJ. LUBELSKIE","M",38,9,2021,3
"WOJ. LUBELSKIE","M",26,20,2021,3
"WOJ. LUBELSKIE","M",41,4,2021,3
"WOJ. LUBELSKIE","M",20,73,2021,3
"WOJ. LUBELSKIE","M",21,34,2021,3
"WOJ. LUBELSKIE","M",18,305,2021,3
"WOJ. LUBELSKIE","M",55,1,2021,3
"WOJ. LUBELSKIE","M",15,1,2021,3
"WOJ. LUBELSKIE","M",52,1,2021,3
"WOJ. LUBELSKIE","M",32,12,2021,3
"WOJ. LUBELSKIE","M",22,28,2021,3
"WOJ. LUBELSKIE","M",24,17,2021,3
"WOJ. LUBELSKIE","M",74,1,2021,3
"WOJ. LUBELSKIE","M",34,8,2021,3
"WOJ. LUBELSKIE","M",30,5,2021,3
"WOJ. LUBELSKIE","M",53,1,2021,3
"WOJ. LUBELSKIE","M",50,1,2021,3
"WOJ. LUBELSKIE","M",33,8,2021,3
"WOJ. LUBELSKIE","M",48,4,2021,3
"WOJ. LUBELSKIE","M",19,343,2021,3
"WOJ. LUBELSKIE","M",29,10,2021,3
"WOJ. LUBELSKIE","M",27,7,2021,3
"WOJ. LUBELSKIE","M",23,17,2021,3
"WOJ. LUBELSKIE","M",39,10,2021,3
"WOJ. LUBELSKIE","M",42,5,2021,3
"WOJ. LUBELSKIE","M",47,4,2021,3
"WOJ. LUBELSKIE","M",45,3,2021,3
"WOJ. LUBELSKIE","M",44,3,2021,3
"WOJ. LUBELSKIE","M",43,1,2021,3
"WOJ. LUBELSKIE","M",17,12,2021,3
"WOJ. LUBELSKIE","M",16,4,2021,3
"WOJ. LUBELSKIE","M",25,12,2021,3
"WOJ. LUBELSKIE","M",35,9,2021,3
"WOJ. LUBELSKIE","M",68,2,2021,3
"WOJ. LUBUSKIE","K",57,1,2021,3
"WOJ. LUBUSKIE","K",30,4,2021,3
"WOJ. LUBUSKIE","K",47,1,2021,3
"WOJ. LUBUSKIE","K",23,15,2021,3
"WOJ. LUBUSKIE","K",45,3,2021,3
"WOJ. LUBUSKIE","K",37,2,2021,3
"WOJ. LUBUSKIE","K",29,7,2021,3
"WOJ. LUBUSKIE","K",49,3,2021,3
"WOJ. LUBUSKIE","K",43,3,2021,3
"WOJ. LUBUSKIE","K",36,8,2021,3
"WOJ. LUBUSKIE","K",40,7,2021,3
"WOJ. LUBUSKIE","K",61,1,2021,3
"WOJ. LUBUSKIE","K",42,2,2021,3
"WOJ. LUBUSKIE","K",41,4,2021,3
"WOJ. LUBUSKIE","K",25,12,2021,3
"WOJ. LUBUSKIE","K",39,7,2021,3
"WOJ. LUBUSKIE","K",48,2,2021,3
"WOJ. LUBUSKIE","K",44,4,2021,3
"WOJ. LUBUSKIE","K",38,5,2021,3
"WOJ. LUBUSKIE","K",19,151,2021,3
"WOJ. LUBUSKIE","K",22,16,2021,3
"WOJ. LUBUSKIE","K",27,7,2021,3
"WOJ. LUBUSKIE","K",64,1,2021,3
"WOJ. LUBUSKIE","K",46,2,2021,3
"WOJ. LUBUSKIE","K",33,6,2021,3
"WOJ. LUBUSKIE","K",24,12,2021,3
"WOJ. LUBUSKIE","K",35,6,2021,3
"WOJ. LUBUSKIE","K",28,10,2021,3
"WOJ. LUBUSKIE","K",32,7,2021,3
"WOJ. LUBUSKIE","K",52,3,2021,3
"WOJ. LUBUSKIE","K",51,1,2021,3
"WOJ. LUBUSKIE","K",31,9,2021,3
"WOJ. LUBUSKIE","K",21,20,2021,3
"WOJ. LUBUSKIE","K",26,9,2021,3
"WOJ. LUBUSKIE","K",34,3,2021,3
"WOJ. LUBUSKIE","K",54,1,2021,3
"WOJ. LUBUSKIE","K",17,2,2021,3
"WOJ. LUBUSKIE","K",18,49,2021,3
"WOJ. LUBUSKIE","K",20,49,2021,3
"WOJ. LUBUSKIE","M",18,69,2021,3
"WOJ. LUBUSKIE","M",43,3,2021,3
"WOJ. LUBUSKIE","M",45,1,2021,3
"WOJ. LUBUSKIE","M",30,2,2021,3
"WOJ. LUBUSKIE","M",28,7,2021,3
"WOJ. LUBUSKIE","M",34,7,2021,3
"WOJ. LUBUSKIE","M",38,5,2021,3
"WOJ. LUBUSKIE","M",57,2,2021,3
"WOJ. LUBUSKIE","M",41,3,2021,3
"WOJ. LUBUSKIE","M",16,2,2021,3
"WOJ. LUBUSKIE","M",36,6,2021,3
"WOJ. LUBUSKIE","M",42,1,2021,3
"WOJ. LUBUSKIE","M",66,1,2021,3
"WOJ. LUBUSKIE","M",19,138,2021,3
"WOJ. LUBUSKIE","M",44,4,2021,3
"WOJ. LUBUSKIE","M",29,4,2021,3
"WOJ. LUBUSKIE","M",23,8,2021,3
"WOJ. LUBUSKIE","M",39,1,2021,3
"WOJ. LUBUSKIE","M",20,41,2021,3
"WOJ. LUBUSKIE","M",21,16,2021,3
"WOJ. LUBUSKIE","M",40,4,2021,3
"WOJ. LUBUSKIE","M",62,1,2021,3
"WOJ. LUBUSKIE","M",17,3,2021,3
"WOJ. LUBUSKIE","M",31,12,2021,3
"WOJ. LUBUSKIE","M",24,7,2021,3
"WOJ. LUBUSKIE","M",27,3,2021,3
"WOJ. LUBUSKIE","M",35,5,2021,3
"WOJ. LUBUSKIE","M",37,6,2021,3
"WOJ. LUBUSKIE","M",46,3,2021,3
"WOJ. LUBUSKIE","M",26,9,2021,3
"WOJ. LUBUSKIE","M",48,1,2021,3
"WOJ. LUBUSKIE","M",51,1,2021,3
"WOJ. LUBUSKIE","M",33,7,2021,3
"WOJ. LUBUSKIE","M",25,8,2021,3
"WOJ. LUBUSKIE","M",22,11,2021,3
"WOJ. LUBUSKIE","M",32,7,2021,3
"WOJ. ŁÓDZKIE","K",36,12,2021,3
"WOJ. ŁÓDZKIE","K",51,2,2021,3
"WOJ. ŁÓDZKIE","K",37,6,2021,3
"WOJ. ŁÓDZKIE","K",50,4,2021,3
"WOJ. ŁÓDZKIE","K",44,4,2021,3
"WOJ. ŁÓDZKIE","K",60,1,2021,3
"WOJ. ŁÓDZKIE","K",42,5,2021,3
"WOJ. ŁÓDZKIE","K",47,4,2021,3
"WOJ. ŁÓDZKIE","K",38,11,2021,3
"WOJ. ŁÓDZKIE","K",21,41,2021,3
"WOJ. ŁÓDZKIE","K",70,1,2021,3
"WOJ. ŁÓDZKIE","K",53,4,2021,3
"WOJ. ŁÓDZKIE","K",57,2,2021,3
"WOJ. ŁÓDZKIE","K",41,13,2021,3
"WOJ. ŁÓDZKIE","K",54,3,2021,3
"WOJ. ŁÓDZKIE","K",19,431,2021,3
"WOJ. ŁÓDZKIE","K",22,21,2021,3
"WOJ. ŁÓDZKIE","K",28,15,2021,3
"WOJ. ŁÓDZKIE","K",25,34,2021,3
"WOJ. ŁÓDZKIE","K",31,20,2021,3
"WOJ. ŁÓDZKIE","K",49,4,2021,3
"WOJ. ŁÓDZKIE","K",67,1,2021,3
"WOJ. ŁÓDZKIE","K",56,1,2021,3
"WOJ. ŁÓDZKIE","K",32,12,2021,3
"WOJ. ŁÓDZKIE","K",20,98,2021,3
"WOJ. ŁÓDZKIE","K",18,211,2021,3
"WOJ. ŁÓDZKIE","K",26,22,2021,3
"WOJ. ŁÓDZKIE","K",30,18,2021,3
"WOJ. ŁÓDZKIE","K",46,6,2021,3
"WOJ. ŁÓDZKIE","K",39,9,2021,3
"WOJ. ŁÓDZKIE","K",33,12,2021,3
"WOJ. ŁÓDZKIE","K",43,7,2021,3
"WOJ. ŁÓDZKIE","K",24,25,2021,3
"WOJ. ŁÓDZKIE","K",34,10,2021,3
"WOJ. ŁÓDZKIE","K",55,2,2021,3
"WOJ. ŁÓDZKIE","K",52,4,2021,3
"WOJ. ŁÓDZKIE","K",40,8,2021,3
"WOJ. ŁÓDZKIE","K",48,3,2021,3
"WOJ. ŁÓDZKIE","K",45,7,2021,3
"WOJ. ŁÓDZKIE","K",63,2,2021,3
"WOJ. ŁÓDZKIE","K",27,22,2021,3
"WOJ. ŁÓDZKIE","K",23,26,2021,3
"WOJ. ŁÓDZKIE","K",29,21,2021,3
"WOJ. ŁÓDZKIE","K",35,6,2021,3
"WOJ. ŁÓDZKIE","M",35,5,2021,3
"WOJ. ŁÓDZKIE","M",37,8,2021,3
"WOJ. ŁÓDZKIE","M",16,6,2021,3
"WOJ. ŁÓDZKIE","M",40,7,2021,3
"WOJ. ŁÓDZKIE","M",27,13,2021,3
"WOJ. ŁÓDZKIE","M",39,3,2021,3
"WOJ. ŁÓDZKIE","M",64,1,2021,3
"WOJ. ŁÓDZKIE","M",21,45,2021,3
"WOJ. ŁÓDZKIE","M",34,7,2021,3
"WOJ. ŁÓDZKIE","M",51,1,2021,3
"WOJ. ŁÓDZKIE","M",30,6,2021,3
"WOJ. ŁÓDZKIE","M",43,4,2021,3
"WOJ. ŁÓDZKIE","M",24,14,2021,3
"WOJ. ŁÓDZKIE","M",31,12,2021,3
"WOJ. ŁÓDZKIE","M",28,16,2021,3
"WOJ. ŁÓDZKIE","M",46,1,2021,3
"WOJ. ŁÓDZKIE","M",44,4,2021,3
"WOJ. ŁÓDZKIE","M",33,2,2021,3
"WOJ. ŁÓDZKIE","M",57,3,2021,3
"WOJ. ŁÓDZKIE","M",18,255,2021,3
"WOJ. ŁÓDZKIE","M",41,4,2021,3
"WOJ. ŁÓDZKIE","M",48,1,2021,3
"WOJ. ŁÓDZKIE","M",38,9,2021,3
"WOJ. ŁÓDZKIE","M",49,2,2021,3
"WOJ. ŁÓDZKIE","M",36,5,2021,3
"WOJ. ŁÓDZKIE","M",45,3,2021,3
"WOJ. ŁÓDZKIE","M",50,1,2021,3
"WOJ. ŁÓDZKIE","M",22,19,2021,3
"WOJ. ŁÓDZKIE","M",23,18,2021,3
"WOJ. ŁÓDZKIE","M",19,362,2021,3
"WOJ. ŁÓDZKIE","M",20,75,2021,3
"WOJ. ŁÓDZKIE","M",26,15,2021,3
"WOJ. ŁÓDZKIE","M",29,12,2021,3
"WOJ. ŁÓDZKIE","M",56,1,2021,3
"WOJ. ŁÓDZKIE","M",62,2,2021,3
"WOJ. ŁÓDZKIE","M",32,7,2021,3
"WOJ. ŁÓDZKIE","M",17,14,2021,3
"WOJ. ŁÓDZKIE","M",42,4,2021,3
"WOJ. ŁÓDZKIE","M",47,2,2021,3
"WOJ. ŁÓDZKIE","M",25,12,2021,3
"WOJ. MAŁOPOLSKIE","K",44,10,2021,3
"WOJ. MAŁOPOLSKIE","K",50,4,2021,3
"WOJ. MAŁOPOLSKIE","K",46,11,2021,3
"WOJ. MAŁOPOLSKIE","K",53,4,2021,3
"WOJ. MAŁOPOLSKIE","K",58,1,2021,3
"WOJ. MAŁOPOLSKIE","K",26,40,2021,3
"WOJ. MAŁOPOLSKIE","K",32,20,2021,3
"WOJ. MAŁOPOLSKIE","K",55,2,2021,3
"WOJ. MAŁOPOLSKIE","K",52,5,2021,3
"WOJ. MAŁOPOLSKIE","K",38,17,2021,3
