"voivodeship","sex","age","count","year","month"
"WOJ. OPOLSKIE","M",28,5,2019,12
"WOJ. OPOLSKIE","M",43,1,2019,12
"WOJ. PODKARPACKIE","K",41,5,2019,12
"WOJ. PODKARPACKIE","K",59,2,2019,12
"WOJ. PODKARPACKIE","K",56,1,2019,12
"WOJ. PODKARPACKIE","K",33,15,2019,12
"WOJ. PODKARPACKIE","K",39,3,2019,12
"WOJ. PODKARPACKIE","K",66,1,2019,12
"WOJ. PODKARPACKIE","K",18,623,2019,12
"WOJ. PODKARPACKIE","K",20,37,2019,12
"WOJ. PODKARPACKIE","K",21,23,2019,12
"WOJ. PODKARPACKIE","K",40,5,2019,12
"WOJ. PODKARPACKIE","K",43,3,2019,12
"WOJ. PODKARPACKIE","K",19,88,2019,12
"WOJ. PODKARPACKIE","K",28,12,2019,12
"WOJ. PODKARPACKIE","K",50,6,2019,12
"WOJ. PODKARPACKIE","K",47,1,2019,12
"WOJ. PODKARPACKIE","K",54,3,2019,12
"WOJ. PODKARPACKIE","K",55,2,2019,12
"WOJ. PODKARPACKIE","K",23,24,2019,12
"WOJ. PODKARPACKIE","K",31,13,2019,12
"WOJ. PODKARPACKIE","K",24,21,2019,12
"WOJ. PODKARPACKIE","K",22,23,2019,12
"WOJ. PODKARPACKIE","K",38,7,2019,12
"WOJ. PODKARPACKIE","K",26,20,2019,12
"WOJ. PODKARPACKIE","K",51,4,2019,12
"WOJ. PODKARPACKIE","K",42,1,2019,12
"WOJ. PODKARPACKIE","K",35,11,2019,12
"WOJ. PODKARPACKIE","K",29,19,2019,12
"WOJ. PODKARPACKIE","K",45,4,2019,12
"WOJ. PODKARPACKIE","K",44,2,2019,12
"WOJ. PODKARPACKIE","K",32,14,2019,12
"WOJ. PODKARPACKIE","K",25,20,2019,12
"WOJ. PODKARPACKIE","K",30,15,2019,12
"WOJ. PODKARPACKIE","K",16,1,2019,12
"WOJ. PODKARPACKIE","K",36,11,2019,12
"WOJ. PODKARPACKIE","K",57,2,2019,12
"WOJ. PODKARPACKIE","K",48,1,2019,12
"WOJ. PODKARPACKIE","K",49,3,2019,12
"WOJ. PODKARPACKIE","K",46,2,2019,12
"WOJ. PODKARPACKIE","K",61,1,2019,12
"WOJ. PODKARPACKIE","K",34,11,2019,12
"WOJ. PODKARPACKIE","K",27,13,2019,12
"WOJ. PODKARPACKIE","K",37,11,2019,12
"WOJ. PODKARPACKIE","K",52,1,2019,12
"WOJ. PODKARPACKIE","M",20,37,2019,12
"WOJ. PODKARPACKIE","M",14,1,2019,12
"WOJ. PODKARPACKIE","M",38,2,2019,12
"WOJ. PODKARPACKIE","M",49,1,2019,12
"WOJ. PODKARPACKIE","M",44,1,2019,12
"WOJ. PODKARPACKIE","M",24,18,2019,12
"WOJ. PODKARPACKIE","M",55,2,2019,12
"WOJ. PODKARPACKIE","M",32,6,2019,12
"WOJ. PODKARPACKIE","M",28,7,2019,12
"WOJ. PODKARPACKIE","M",27,14,2019,12
"WOJ. PODKARPACKIE","M",43,1,2019,12
"WOJ. PODKARPACKIE","M",17,2,2019,12
"WOJ. PODKARPACKIE","M",25,13,2019,12
"WOJ. PODKARPACKIE","M",39,4,2019,12
"WOJ. PODKARPACKIE","M",41,4,2019,12
"WOJ. PODKARPACKIE","M",30,6,2019,12
"WOJ. PODKARPACKIE","M",21,8,2019,12
"WOJ. PODKARPACKIE","M",47,2,2019,12
"WOJ. PODKARPACKIE","M",52,1,2019,12
"WOJ. PODKARPACKIE","M",56,1,2019,12
"WOJ. PODKARPACKIE","M",23,8,2019,12
"WOJ. PODKARPACKIE","M",51,1,2019,12
"WOJ. PODKARPACKIE","M",40,1,2019,12
"WOJ. PODKARPACKIE","M",22,14,2019,12
"WOJ. PODKARPACKIE","M",35,5,2019,12
"WOJ. PODKARPACKIE","M",33,3,2019,12
"WOJ. PODKARPACKIE","M",16,2,2019,12
"WOJ. PODKARPACKIE","M",19,67,2019,12
"WOJ. PODKARPACKIE","M",26,9,2019,12
"WOJ. PODKARPACKIE","M",50,1,2019,12
"WOJ. PODKARPACKIE","M",67,1,2019,12
"WOJ. PODKARPACKIE","M",18,704,2019,12
"WOJ. PODKARPACKIE","M",31,7,2019,12
"WOJ. PODKARPACKIE","M",37,2,2019,12
"WOJ. PODKARPACKIE","M",42,1,2019,12
"WOJ. PODKARPACKIE","M",36,4,2019,12
"WOJ. PODKARPACKIE","M",29,6,2019,12
"WOJ. PODKARPACKIE","M",34,6,2019,12
"WOJ. PODLASKIE","K",54,3,2019,12
"WOJ. PODLASKIE","K",43,3,2019,12
"WOJ. PODLASKIE","K",49,1,2019,12
"WOJ. PODLASKIE","K",37,6,2019,12
"WOJ. PODLASKIE","K",60,1,2019,12
"WOJ. PODLASKIE","K",40,3,2019,12
"WOJ. PODLASKIE","K",24,13,2019,12
"WOJ. PODLASKIE","K",19,32,2019,12
"WOJ. PODLASKIE","K",41,1,2019,12
"WOJ. PODLASKIE","K",36,4,2019,12
"WOJ. PODLASKIE","K",23,10,2019,12
"WOJ. PODLASKIE","K",55,3,2019,12
"WOJ. PODLASKIE","K",46,2,2019,12
"WOJ. PODLASKIE","K",29,6,2019,12
"WOJ. PODLASKIE","K",42,1,2019,12
"WOJ. PODLASKIE","K",33,3,2019,12
"WOJ. PODLASKIE","K",57,1,2019,12
"WOJ. PODLASKIE","K",53,1,2019,12
"WOJ. PODLASKIE","K",38,4,2019,12
"WOJ. PODLASKIE","K",52,1,2019,12
"WOJ. PODLASKIE","K",20,16,2019,12
"WOJ. PODLASKIE","K",28,8,2019,12
"WOJ. PODLASKIE","K",44,5,2019,12
"WOJ. PODLASKIE","K",47,2,2019,12
"WOJ. PODLASKIE","K",31,7,2019,12
"WOJ. PODLASKIE","K",22,5,2019,12
"WOJ. PODLASKIE","K",30,8,2019,12
"WOJ. PODLASKIE","K",21,15,2019,12
"WOJ. PODLASKIE","K",26,8,2019,12
"WOJ. PODLASKIE","K",34,5,2019,12
"WOJ. PODLASKIE","K",56,1,2019,12
"WOJ. PODLASKIE","K",35,1,2019,12
"WOJ. PODLASKIE","K",39,2,2019,12
"WOJ. PODLASKIE","K",48,3,2019,12
"WOJ. PODLASKIE","K",27,14,2019,12
"WOJ. PODLASKIE","K",25,8,2019,12
"WOJ. PODLASKIE","K",32,7,2019,12
"WOJ. PODLASKIE","K",18,260,2019,12
"WOJ. PODLASKIE","K",45,2,2019,12
"WOJ. PODLASKIE","M",43,3,2019,12
"WOJ. PODLASKIE","M",25,6,2019,12
"WOJ. PODLASKIE","M",29,4,2019,12
"WOJ. PODLASKIE","M",26,4,2019,12
"WOJ. PODLASKIE","M",45,2,2019,12
"WOJ. PODLASKIE","M",37,3,2019,12
"WOJ. PODLASKIE","M",48,1,2019,12
"WOJ. PODLASKIE","M",17,5,2019,12
"WOJ. PODLASKIE","M",22,2,2019,12
"WOJ. PODLASKIE","M",67,1,2019,12
"WOJ. PODLASKIE","M",18,258,2019,12
"WOJ. PODLASKIE","M",30,4,2019,12
"WOJ. PODLASKIE","M",32,3,2019,12
"WOJ. PODLASKIE","M",28,2,2019,12
"WOJ. PODLASKIE","M",35,2,2019,12
"WOJ. PODLASKIE","M",27,5,2019,12
"WOJ. PODLASKIE","M",34,2,2019,12
"WOJ. PODLASKIE","M",20,18,2019,12
"WOJ. PODLASKIE","M",23,6,2019,12
"WOJ. PODLASKIE","M",33,3,2019,12
"WOJ. PODLASKIE","M",19,31,2019,12
"WOJ. PODLASKIE","M",40,2,2019,12
"WOJ. PODLASKIE","M",44,1,2019,12
"WOJ. PODLASKIE","M",38,2,2019,12
"WOJ. PODLASKIE","M",46,1,2019,12
"WOJ. PODLASKIE","M",31,6,2019,12
"WOJ. PODLASKIE","M",39,2,2019,12
"WOJ. PODLASKIE","M",50,1,2019,12
"WOJ. PODLASKIE","M",16,6,2019,12
"WOJ. PODLASKIE","M",24,6,2019,12
"WOJ. PODLASKIE","M",21,3,2019,12
"WOJ. POMORSKIE","K",63,2,2019,12
"WOJ. POMORSKIE","K",32,17,2019,12
"WOJ. POMORSKIE","K",53,1,2019,12
"WOJ. POMORSKIE","K",20,44,2019,12
"WOJ. POMORSKIE","K",18,436,2019,12
"WOJ. POMORSKIE","K",19,104,2019,12
"WOJ. POMORSKIE","K",47,5,2019,12
"WOJ. POMORSKIE","K",49,3,2019,12
"WOJ. POMORSKIE","K",70,1,2019,12
"WOJ. POMORSKIE","K",51,2,2019,12
"WOJ. POMORSKIE","K",24,25,2019,12
"WOJ. POMORSKIE","K",22,33,2019,12
"WOJ. POMORSKIE","K",55,3,2019,12
"WOJ. POMORSKIE","K",59,1,2019,12
"WOJ. POMORSKIE","K",33,16,2019,12
"WOJ. POMORSKIE","K",41,8,2019,12
"WOJ. POMORSKIE","K",27,20,2019,12
"WOJ. POMORSKIE","K",36,5,2019,12
"WOJ. POMORSKIE","K",48,3,2019,12
"WOJ. POMORSKIE","K",30,22,2019,12
"WOJ. POMORSKIE","K",29,17,2019,12
"WOJ. POMORSKIE","K",39,4,2019,12
"WOJ. POMORSKIE","K",43,10,2019,12
"WOJ. POMORSKIE","K",62,1,2019,12
"WOJ. POMORSKIE","K",25,26,2019,12
"WOJ. POMORSKIE","K",38,10,2019,12
"WOJ. POMORSKIE","K",35,17,2019,12
"WOJ. POMORSKIE","K",16,1,2019,12
"WOJ. POMORSKIE","K",46,1,2019,12
"WOJ. POMORSKIE","K",26,23,2019,12
"WOJ. POMORSKIE","K",28,27,2019,12
"WOJ. POMORSKIE","K",21,39,2019,12
"WOJ. POMORSKIE","K",31,21,2019,12
"WOJ. POMORSKIE","K",42,8,2019,12
"WOJ. POMORSKIE","K",61,1,2019,12
"WOJ. POMORSKIE","K",60,1,2019,12
"WOJ. POMORSKIE","K",37,6,2019,12
"WOJ. POMORSKIE","K",57,1,2019,12
"WOJ. POMORSKIE","K",23,28,2019,12
"WOJ. POMORSKIE","K",52,5,2019,12
"WOJ. POMORSKIE","K",44,8,2019,12
"WOJ. POMORSKIE","K",58,1,2019,12
"WOJ. POMORSKIE","K",34,16,2019,12
"WOJ. POMORSKIE","K",40,5,2019,12
"WOJ. POMORSKIE","K",17,1,2019,12
"WOJ. POMORSKIE","K",50,5,2019,12
"WOJ. POMORSKIE","K",45,2,2019,12
"WOJ. POMORSKIE","M",34,5,2019,12
"WOJ. POMORSKIE","M",55,1,2019,12
"WOJ. POMORSKIE","M",37,3,2019,12
"WOJ. POMORSKIE","M",39,4,2019,12
"WOJ. POMORSKIE","M",23,32,2019,12
"WOJ. POMORSKIE","M",29,19,2019,12
"WOJ. POMORSKIE","M",26,13,2019,12
"WOJ. POMORSKIE","M",16,2,2019,12
"WOJ. POMORSKIE","M",40,3,2019,12
"WOJ. POMORSKIE","M",30,6,2019,12
"WOJ. POMORSKIE","M",41,1,2019,12
"WOJ. POMORSKIE","M",20,36,2019,12
"WOJ. POMORSKIE","M",17,2,2019,12
"WOJ. POMORSKIE","M",42,1,2019,12
"WOJ. POMORSKIE","M",28,14,2019,12
"WOJ. POMORSKIE","M",19,73,2019,12
"WOJ. POMORSKIE","M",45,2,2019,12
"WOJ. POMORSKIE","M",14,2,2019,12
"WOJ. POMORSKIE","M",44,3,2019,12
"WOJ. POMORSKIE","M",43,3,2019,12
"WOJ. POMORSKIE","M",33,6,2019,12
"WOJ. POMORSKIE","M",18,485,2019,12
"WOJ. POMORSKIE","M",24,17,2019,12
"WOJ. POMORSKIE","M",53,2,2019,12
"WOJ. POMORSKIE","M",48,2,2019,12
"WOJ. POMORSKIE","M",61,1,2019,12
"WOJ. POMORSKIE","M",21,29,2019,12
"WOJ. POMORSKIE","M",38,4,2019,12
"WOJ. POMORSKIE","M",31,6,2019,12
"WOJ. POMORSKIE","M",49,1,2019,12
"WOJ. POMORSKIE","M",58,2,2019,12
"WOJ. POMORSKIE","M",15,1,2019,12
"WOJ. POMORSKIE","M",46,2,2019,12
"WOJ. POMORSKIE","M",22,16,2019,12
"WOJ. POMORSKIE","M",27,12,2019,12
"WOJ. POMORSKIE","M",36,8,2019,12
"WOJ. POMORSKIE","M",47,2,2019,12
"WOJ. POMORSKIE","M",35,10,2019,12
"WOJ. POMORSKIE","M",25,17,2019,12
"WOJ. POMORSKIE","M",32,12,2019,12
"WOJ. ŚLĄSKIE","K",35,23,2019,12
"WOJ. ŚLĄSKIE","K",53,1,2019,12
"WOJ. ŚLĄSKIE","K",45,7,2019,12
"WOJ. ŚLĄSKIE","K",51,5,2019,12
"WOJ. ŚLĄSKIE","K",52,1,2019,12
"WOJ. ŚLĄSKIE","K",55,5,2019,12
"WOJ. ŚLĄSKIE","K",21,44,2019,12
"WOJ. ŚLĄSKIE","K",46,8,2019,12
"WOJ. ŚLĄSKIE","K",39,17,2019,12
"WOJ. ŚLĄSKIE","K",50,5,2019,12
"WOJ. ŚLĄSKIE","K",41,10,2019,12
"WOJ. ŚLĄSKIE","K",54,4,2019,12
"WOJ. ŚLĄSKIE","K",59,2,2019,12
"WOJ. ŚLĄSKIE","K",42,5,2019,12
"WOJ. ŚLĄSKIE","K",16,3,2019,12
"WOJ. ŚLĄSKIE","K",60,1,2019,12
"WOJ. ŚLĄSKIE","K",19,146,2019,12
"WOJ. ŚLĄSKIE","K",31,26,2019,12
"WOJ. ŚLĄSKIE","K",32,24,2019,12
"WOJ. ŚLĄSKIE","K",29,24,2019,12
"WOJ. ŚLĄSKIE","K",33,16,2019,12
"WOJ. ŚLĄSKIE","K",43,2,2019,12
"WOJ. ŚLĄSKIE","K",57,1,2019,12
"WOJ. ŚLĄSKIE","K",49,3,2019,12
"WOJ. ŚLĄSKIE","K",20,70,2019,12
"WOJ. ŚLĄSKIE","K",37,14,2019,12
"WOJ. ŚLĄSKIE","K",56,3,2019,12
"WOJ. ŚLĄSKIE","K",26,36,2019,12
"WOJ. ŚLĄSKIE","K",36,13,2019,12
"WOJ. ŚLĄSKIE","K",22,36,2019,12
"WOJ. ŚLĄSKIE","K",40,17,2019,12
"WOJ. ŚLĄSKIE","K",48,6,2019,12
"WOJ. ŚLĄSKIE","K",38,13,2019,12
"WOJ. ŚLĄSKIE","K",18,836,2019,12
"WOJ. ŚLĄSKIE","K",28,32,2019,12
"WOJ. ŚLĄSKIE","K",27,31,2019,12
"WOJ. ŚLĄSKIE","K",24,44,2019,12
"WOJ. ŚLĄSKIE","K",44,8,2019,12
"WOJ. ŚLĄSKIE","K",34,18,2019,12
"WOJ. ŚLĄSKIE","K",25,24,2019,12
"WOJ. ŚLĄSKIE","K",23,40,2019,12
"WOJ. ŚLĄSKIE","K",58,2,2019,12
"WOJ. ŚLĄSKIE","K",47,3,2019,12
"WOJ. ŚLĄSKIE","K",70,1,2019,12
"WOJ. ŚLĄSKIE","K",69,2,2019,12
"WOJ. ŚLĄSKIE","K",62,1,2019,12
"WOJ. ŚLĄSKIE","K",30,25,2019,12
"WOJ. ŚLĄSKIE","M",41,6,2019,12
"WOJ. ŚLĄSKIE","M",44,2,2019,12
"WOJ. ŚLĄSKIE","M",14,5,2019,12
"WOJ. ŚLĄSKIE","M",64,2,2019,12
"WOJ. ŚLĄSKIE","M",43,5,2019,12
"WOJ. ŚLĄSKIE","M",40,2,2019,12
"WOJ. ŚLĄSKIE","M",51,1,2019,12
"WOJ. ŚLĄSKIE","M",45,3,2019,12
"WOJ. ŚLĄSKIE","M",52,1,2019,12
"WOJ. ŚLĄSKIE","M",34,14,2019,12
"WOJ. ŚLĄSKIE","M",23,26,2019,12
"WOJ. ŚLĄSKIE","M",22,29,2019,12
"WOJ. ŚLĄSKIE","M",27,20,2019,12
"WOJ. ŚLĄSKIE","M",28,17,2019,12
"WOJ. ŚLĄSKIE","M",16,9,2019,12
"WOJ. ŚLĄSKIE","M",63,1,2019,12
"WOJ. ŚLĄSKIE","M",57,1,2019,12
"WOJ. ŚLĄSKIE","M",76,1,2019,12
"WOJ. ŚLĄSKIE","M",20,70,2019,12
"WOJ. ŚLĄSKIE","M",19,158,2019,12
"WOJ. ŚLĄSKIE","M",26,23,2019,12
"WOJ. ŚLĄSKIE","M",37,10,2019,12
"WOJ. ŚLĄSKIE","M",49,4,2019,12
"WOJ. ŚLĄSKIE","M",62,1,2019,12
"WOJ. ŚLĄSKIE","M",56,1,2019,12
"WOJ. ŚLĄSKIE","M",18,864,2019,12
"WOJ. ŚLĄSKIE","M",21,38,2019,12
"WOJ. ŚLĄSKIE","M",24,29,2019,12
"WOJ. ŚLĄSKIE","M",36,12,2019,12
"WOJ. ŚLĄSKIE","M",29,22,2019,12
"WOJ. ŚLĄSKIE","M",35,12,2019,12
"WOJ. ŚLĄSKIE","M",33,19,2019,12
"WOJ. ŚLĄSKIE","M",39,12,2019,12
"WOJ. ŚLĄSKIE","M",67,1,2019,12
"WOJ. ŚLĄSKIE","M",42,5,2019,12
"WOJ. ŚLĄSKIE","M",17,1,2019,12
"WOJ. ŚLĄSKIE","M",47,2,2019,12
"WOJ. ŚLĄSKIE","M",31,15,2019,12
"WOJ. ŚLĄSKIE","M",32,17,2019,12
"WOJ. ŚLĄSKIE","M",38,10,2019,12
"WOJ. ŚLĄSKIE","M",30,26,2019,12
"WOJ. ŚLĄSKIE","M",25,19,2019,12
"WOJ. ŚLĄSKIE","M",46,2,2019,12
"WOJ. ŚLĄSKIE","M",53,1,2019,12
"WOJ. ŚLĄSKIE","M",50,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",39,5,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",51,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",28,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",53,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",29,11,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",36,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",44,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",49,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",33,4,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",42,4,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",20,9,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",45,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",24,11,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",32,4,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",46,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",35,8,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",34,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",22,15,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",58,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",27,7,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",26,11,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",25,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",54,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",17,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",41,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",37,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",21,12,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",38,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",23,7,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",48,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",30,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",43,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",56,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",18,276,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",31,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",40,5,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",52,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","K",19,32,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",16,5,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",30,5,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",43,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",35,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",36,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",68,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",57,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",32,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",24,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",51,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",31,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",18,306,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",19,29,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",29,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",67,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",23,5,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",20,15,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",40,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",66,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",21,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",33,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",41,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",14,1,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",39,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",27,6,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",25,4,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",28,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",22,8,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",17,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",34,2,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",26,3,2019,12
"WOJ. ŚWIĘTOKRZYSKIE","M",38,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",34,10,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",29,15,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",54,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",59,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",16,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",46,4,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",56,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",41,6,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",45,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",21,13,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",35,10,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",43,4,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",27,13,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",58,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",55,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",44,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",19,37,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",28,12,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",18,291,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",26,12,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",31,9,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",39,6,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",25,14,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",53,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",22,16,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",38,6,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",24,14,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",37,5,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",47,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",30,14,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",33,6,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",48,4,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",40,7,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",42,4,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",23,15,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",32,7,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",36,8,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",20,17,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","K",50,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",20,27,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",28,8,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",24,10,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",42,4,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",48,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",44,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",19,47,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",33,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",43,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",39,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",36,8,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",17,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",32,5,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",51,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",27,10,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",38,3,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",21,13,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",40,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",22,12,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",58,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",23,18,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",41,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",29,10,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",37,5,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",50,2,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",35,6,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",56,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",54,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",62,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",16,8,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",57,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",25,6,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",31,7,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",18,305,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",30,1,2019,12
"WOJ. WARMIŃSKO-MAZURSKIE","M",26,9,2019,12
"WOJ. WIELKOPOLSKIE","K",40,7,2019,12
"WOJ. WIELKOPOLSKIE","K",28,23,2019,12
"WOJ. WIELKOPOLSKIE","K",54,1,2019,12
